	HUM_COUNT	HUM_MODE	HUM_AVG	TEMP_COUNT	TEMP_MODE	TEMP_AVG	LIGHT_COUNT	LIGHT_MODE	LIGHT_AVG	PRESS_COUNT	PRESS_MODE	PRESS_AVG	PREC_COUNT	PREC_MODE	PREC_AVG	days_diff
2022-01-01	288	7.0	9.48263888888889	288	12.0	10.336805555555555	288	8.0	9.777777777777779	288	1.0	10.239583333333334	288	11.0	9.944444444444445	0
2022-01-02	288	3.0	9.5	288	9.0	9.680555555555555	288	1.0	10.027777777777779	288	17.0	9.82638888888889	288	10.0	9.1875	1
2022-01-03	288	3.0	9.989583333333334	288	11.0	10.3125	288	15.0	10.541666666666666	288	12.0	9.802083333333334	288	19.0	10.159722222222221	2
2022-01-04	288	19.0	10.211805555555555	288	16.0	10.072916666666666	288	17.0	9.152777777777779	288	6.0	10.67361111111111	288	10.0	9.95138888888889	3
2022-01-05	288	6.0	10.23263888888889	288	6.0	9.305555555555555	288	6.0	10.29513888888889	288	18.0	9.934027777777779	288	15.0	10.253472222222221	4
2022-01-06	288	8.0	10.416666666666666	288	10.0	9.961805555555555	288	13.0	10.26388888888889	288	13.0	9.677083333333334	288	4.0	9.82986111111111	5
2022-01-07	288	1.0	9.625	288	2.0	9.944444444444445	288	14.0	10.065972222222221	288	9.0	9.989583333333334	288	9.0	9.760416666666666	6
2022-01-08	288	10.0	10.131944444444445	288	12.0	9.70138888888889	288	3.0	10.024305555555555	288	5.0	9.805555555555555	288	6.0	9.85763888888889	7
2022-01-09	288	14.0	10.104166666666666	288	17.0	10.809027777777779	288	6.0	9.809027777777779	288	16.0	9.784722222222221	288	7.0	10.190972222222221	8
2022-01-10	288	6.0	9.84375	288	10.0	9.493055555555555	288	8.0	10.32638888888889	288	2.0	9.875	288	18.0	10.54861111111111	9
2022-01-11	288	3.0	9.739583333333334	288	4.0	9.76736111111111	288	8.0	10.215277777777779	288	10.0	9.958333333333334	288	15.0	10.222222222222221	10
2022-01-12	288	5.0	9.930555555555555	288	6.0	10.21875	288	3.0	10.125	288	4.0	10.10763888888889	288	17.0	10.184027777777779	11
2022-01-13	288	14.0	10.26388888888889	288	3.0	9.60763888888889	288	7.0	9.597222222222221	288	6.0	9.743055555555555	288	1.0	9.527777777777779	12
2022-01-14	288	14.0	9.73263888888889	288	3.0	9.63888888888889	288	6.0	10.090277777777779	288	4.0	9.760416666666666	288	15.0	9.770833333333334	13
2022-01-15	288	8.0	10.194444444444445	288	19.0	10.434027777777779	288	1.0	9.63888888888889	288	3.0	9.930555555555555	288	10.0	9.625	14
