	HUM_COUNT	HUM_MODE	HUM_AVG	TEMP_COUNT	TEMP_MODE	TEMP_AVG	LIGHT_COUNT	LIGHT_MODE	LIGHT_AVG	PRESS_COUNT	PRESS_MODE	PRESS_AVG	PREC_COUNT	PREC_MODE	PREC_AVG	days_diff
2022-01-01	288	3.0	9.697916666666666	288	18.0	10.04861111111111	288	3.0	9.34375	288	2.0	9.493055555555555	288	15.0	10.29861111111111	0
2022-01-02	288	2.0	9.725694444444445	288	14.0	10.041666666666666	288	19.0	10.5	288	14.0	10.21875	288	1.0	9.84375	1
2022-01-03	288	2.0	10.020833333333334	288	1.0	9.993055555555555	288	14.0	9.79513888888889	288	17.0	10.01388888888889	288	8.0	9.652777777777779	2
2022-01-04	288	9.0	10.527777777777779	288	6.0	9.65625	288	19.0	9.60763888888889	288	15.0	9.975694444444445	288	15.0	10.1875	3
2022-01-05	288	3.0	9.833333333333334	288	6.0	9.79513888888889	288	3.0	9.73611111111111	288	5.0	9.84375	288	10.0	9.965277777777779	4
2022-01-06	288	8.0	9.32986111111111	288	18.0	10.51736111111111	288	2.0	10.131944444444445	288	1.0	9.89236111111111	288	7.0	10.29513888888889	5
2022-01-07	288	2.0	10.034722222222221	288	19.0	10.378472222222221	288	15.0	9.729166666666666	288	7.0	10.6875	288	15.0	10.21875	6
2022-01-08	288	11.0	10.131944444444445	288	10.0	10.121527777777779	288	12.0	10.21875	288	12.0	10.815972222222221	288	1.0	9.364583333333334	7
2022-01-09	288	4.0	9.61111111111111	288	12.0	10.465277777777779	288	14.0	10.121527777777779	288	4.0	8.95138888888889	288	14.0	10.559027777777779	8
2022-01-10	288	6.0	9.614583333333334	288	2.0	9.909722222222221	288	8.0	9.274305555555555	288	9.0	9.90625	288	13.0	10.052083333333334	9
2022-01-11	288	1.0	9.708333333333334	288	11.0	10.163194444444445	288	6.0	9.86111111111111	288	19.0	10.277777777777779	288	2.0	9.663194444444445	10
2022-01-12	288	13.0	9.96875	288	6.0	10.17361111111111	288	11.0	10.465277777777779	288	2.0	10.006944444444445	288	18.0	10.39236111111111	11
2022-01-13	288	7.0	9.9375	288	4.0	9.809027777777779	288	18.0	9.61111111111111	288	11.0	9.784722222222221	288	10.0	10.256944444444445	12
2022-01-14	288	3.0	10.256944444444445	288	8.0	9.76736111111111	288	4.0	9.868055555555555	288	7.0	9.677083333333334	288	4.0	9.92361111111111	13
2022-01-15	288	1.0	9.739583333333334	288	4.0	10.368055555555555	288	8.0	10.274305555555555	288	19.0	10.125	288	9.0	9.927083333333334	14
2022-01-16	288	10.0	10.23263888888889	288	9.0	9.48263888888889	288	7.0	9.975694444444445	288	5.0	10.159722222222221	288	13.0	9.559027777777779	15
